CustomerID,Age,Subscription_Length_Months,Watch_Time_Hours,Number_of_Logins,Preferred_Content_Type,Membership_Type,Payment_Method,Payment_Issues,Number_of_Complaints,Resolution_Time_Days,Churn
666,48,17,193.41746508782566,68,Sports,Basic,Bank Transfer,0,4,29,0
667,22,29,29.85352208745945,18,TV Shows,Premium,PayPal,0,3,27,0
668,52,8,142.99922363447067,83,TV Shows,Standard,PayPal,0,0,29,0
669,40,15,194.69138296395673,43,Sports,Premium,Bank Transfer,1,3,4,1
670,46,27,166.0776150749815,35,Documentaries,Basic,PayPal,0,2,10,1
671,60,7,141.36649814960973,78,TV Shows,Basic,Credit Card,0,1,25,1
672,28,3,168.69487735264954,58,TV Shows,Standard,PayPal,0,8,3,1
673,35,29,196.4507451858224,33,Sports,Premium,PayPal,0,0,15,0
674,64,24,126.16217696443827,14,Documentaries,Standard,Bank Transfer,1,6,2,1
675,29,3,114.04103733171867,34,TV Shows,Basic,Credit Card,0,3,25,0
676,26,20,127.50643154033986,61,TV Shows,Basic,Bank Transfer,0,4,25,0
677,27,15,108.87179791850322,4,Documentaries,Premium,PayPal,0,9,17,0
678,61,25,128.84237565239516,88,TV Shows,Premium,PayPal,0,4,6,1
679,34,30,92.71923055464906,59,Documentaries,Premium,Bank Transfer,0,0,26,1
680,55,14,47.59642066224489,29,Documentaries,Standard,Bank Transfer,0,5,8,0
681,24,7,28.44820916977675,83,Sports,Premium,Bank Transfer,0,8,3,0
682,63,17,18.326482428790776,6,Movies,Premium,Credit Card,0,1,27,1
683,30,20,56.346577831874015,97,Documentaries,Basic,PayPal,0,6,25,0
684,57,9,13.994095045468098,49,Sports,Basic,Bank Transfer,0,5,18,0
685,59,22,115.59830208428019,40,Movies,Premium,PayPal,1,4,22,0
686,26,2,60.34654716958646,83,TV Shows,Premium,Credit Card,0,3,1,0
687,67,24,165.78428757697128,65,Movies,Basic,Credit Card,0,3,29,0
688,44,8,19.476970232735354,69,Documentaries,Premium,Credit Card,0,5,16,0
689,19,11,49.13854139658976,27,Documentaries,Standard,Credit Card,0,3,7,1
690,22,13,147.39799868257845,80,Documentaries,Standard,PayPal,0,4,3,0
691,46,17,121.76761779478083,6,Documentaries,Standard,Credit Card,1,5,23,1
692,54,8,17.57579789358767,13,Documentaries,Premium,Credit Card,0,4,4,0
693,55,21,176.0616941466291,64,Sports,Basic,Bank Transfer,1,6,9,0
694,36,18,176.066043751105,62,Documentaries,Premium,Credit Card,0,8,5,0
695,25,30,69.4295607557759,99,Sports,Premium,Bank Transfer,0,9,19,0
696,65,18,71.37913945316511,19,TV Shows,Basic,Credit Card,1,6,15,1
697,62,31,197.8605298782839,76,Documentaries,Basic,Credit Card,0,6,8,0
698,18,32,127.10435346066195,80,Documentaries,Basic,Bank Transfer,1,3,6,0
699,39,11,108.60672151077152,43,Movies,Standard,Credit Card,0,0,18,0
700,69,25,168.43967579262528,74,TV Shows,Premium,PayPal,1,7,19,1
701,34,33,60.6316159796767,89,Documentaries,Basic,PayPal,0,3,24,0
702,24,8,88.6906057122896,20,Documentaries,Premium,Credit Card,0,0,15,0
703,42,11,57.216451720225166,95,TV Shows,Standard,PayPal,0,4,26,0
704,62,22,158.88636508480263,68,Sports,Standard,Bank Transfer,0,7,7,1
705,21,24,116.80312239886752,44,Documentaries,Basic,Credit Card,0,3,10,0
706,53,17,133.47088867731375,23,Movies,Basic,Credit Card,0,7,6,0
707,23,12,54.19991371868428,2,Documentaries,Premium,Bank Transfer,0,7,14,0
708,48,32,47.94393376857644,22,Movies,Basic,Bank Transfer,0,2,17,0
709,36,15,100.23305265167305,57,Movies,Premium,Bank Transfer,0,8,9,0
710,61,16,148.82532107310124,72,Documentaries,Basic,Credit Card,0,2,19,0
711,56,22,107.42175271643123,7,Documentaries,Premium,Bank Transfer,0,0,5,0
712,44,28,11.365907121405378,78,Movies,Premium,Bank Transfer,0,1,23,0
713,27,20,174.3675437324563,56,TV Shows,Premium,PayPal,0,5,7,0
714,43,33,17.613944235450656,67,TV Shows,Premium,PayPal,0,9,19,0
715,36,10,191.3857743255467,16,Documentaries,Standard,Credit Card,0,1,20,1
716,56,32,9.902681864068182,83,Sports,Premium,PayPal,1,5,26,1
717,20,33,140.4178389454882,51,TV Shows,Basic,PayPal,0,0,7,0
718,62,2,21.03037742379742,82,Documentaries,Standard,Bank Transfer,0,0,24,1
719,30,33,182.58193298985222,80,TV Shows,Standard,Bank Transfer,0,4,2,0
720,67,33,95.56448106398084,72,Sports,Premium,PayPal,0,9,25,1
721,45,13,31.817136089318,97,Documentaries,Standard,PayPal,0,8,23,0
722,37,30,71.45906145902009,12,Sports,Premium,PayPal,0,7,16,0
723,45,33,37.1408116926186,53,Documentaries,Basic,Credit Card,0,2,13,0
724,25,13,38.263472753632556,75,Sports,Premium,Credit Card,0,2,8,1
725,58,26,189.88112243343122,5,TV Shows,Standard,Credit Card,0,0,6,0
726,56,22,91.82299189553369,27,TV Shows,Basic,PayPal,0,2,6,0
727,18,2,158.8164414615451,12,Sports,Premium,PayPal,1,0,9,0
728,20,26,129.72308442964797,17,Sports,Basic,Credit Card,0,7,4,0
729,30,15,136.9031406559865,6,Sports,Basic,Credit Card,0,0,27,0
730,45,34,30.68022050204751,97,Documentaries,Standard,PayPal,1,4,11,0
731,66,11,50.665967129019705,5,TV Shows,Basic,Bank Transfer,0,8,5,0
732,42,3,158.4163153551152,57,Documentaries,Standard,Credit Card,0,6,25,1
733,50,6,194.29941026258268,28,TV Shows,Basic,PayPal,0,3,17,0
734,55,9,56.221750306737086,78,Movies,Premium,PayPal,1,8,20,0
735,23,6,57.955909126452774,69,Documentaries,Basic,Bank Transfer,1,8,7,0
736,61,9,97.21494089812644,59,TV Shows,Premium,PayPal,0,1,27,0
737,62,31,196.84886100681038,33,TV Shows,Premium,PayPal,0,9,15,1
738,49,32,57.44699443616186,62,Documentaries,Basic,Credit Card,0,9,25,1
739,62,12,84.35952237868146,50,Documentaries,Premium,Credit Card,0,5,15,0
740,64,8,178.8386030465838,19,TV Shows,Basic,Bank Transfer,0,3,14,1
741,38,8,5.569601361165591,86,Documentaries,Basic,Bank Transfer,1,7,13,1
742,33,28,12.754363172771061,69,Sports,Premium,PayPal,0,6,11,1
743,38,20,122.79397702888775,66,Documentaries,Premium,Credit Card,0,6,28,0
744,28,7,181.93913211900517,94,Documentaries,Standard,Bank Transfer,0,9,13,0
745,54,11,51.57704877837589,47,Documentaries,Premium,Bank Transfer,0,8,26,0
746,53,20,96.58014606273825,39,TV Shows,Standard,Bank Transfer,0,4,22,0
747,52,16,92.84073382327456,68,Sports,Premium,PayPal,0,5,28,0
748,36,4,97.22941248862449,33,Movies,Basic,Credit Card,1,0,24,1
749,37,6,126.39134066730031,13,Movies,Premium,Bank Transfer,1,5,29,0
750,35,22,96.60003378318333,84,Sports,Basic,Credit Card,0,1,9,0
751,64,26,92.25628755787928,54,Sports,Basic,Bank Transfer,1,5,10,0
752,58,3,97.4862419840958,7,Sports,Basic,Bank Transfer,0,8,4,0
753,66,14,120.21915104785309,79,TV Shows,Standard,Credit Card,0,7,17,0
754,31,11,109.71646022851488,87,Movies,Premium,Credit Card,0,8,14,1
755,32,18,171.55651954184833,14,Sports,Basic,Credit Card,0,9,24,0
756,48,12,14.65188643126499,87,TV Shows,Basic,PayPal,1,7,18,1
757,18,23,167.49682893723744,19,Movies,Standard,Bank Transfer,0,2,11,1
758,20,12,169.5652994592862,54,Documentaries,Premium,PayPal,0,7,16,0
759,33,13,60.55706419853736,93,TV Shows,Premium,Credit Card,0,5,1,1
760,40,25,95.25613122809088,20,Movies,Standard,Bank Transfer,0,5,29,0
761,28,19,90.51500526479992,29,TV Shows,Standard,PayPal,0,5,7,0
762,29,8,47.609417699055406,24,Movies,Premium,Bank Transfer,0,2,28,0
763,27,29,82.3753851818317,82,Movies,Standard,PayPal,0,9,10,0
764,49,32,13.655615573316615,63,Documentaries,Premium,Credit Card,0,0,9,1
765,33,18,59.17530419243821,74,TV Shows,Premium,PayPal,0,3,27,0
766,25,6,164.25302421289004,57,Sports,Basic,Bank Transfer,0,9,28,0
767,55,18,60.48964884376502,8,Documentaries,Basic,Bank Transfer,0,5,28,0
768,29,19,164.55030040590827,90,Documentaries,Premium,Bank Transfer,0,9,25,0
769,41,22,108.66189559786402,62,Movies,Premium,Bank Transfer,0,1,3,0
770,45,32,176.57322208542618,29,Sports,Premium,Credit Card,0,6,22,1
771,25,3,117.08201308156096,74,TV Shows,Premium,PayPal,0,6,23,0
772,45,28,10.785303497624264,17,Sports,Premium,Credit Card,1,3,14,0
773,53,10,136.7069404716824,66,Sports,Premium,Credit Card,0,3,26,0
774,43,35,13.746445764595888,6,Sports,Standard,Credit Card,0,0,25,0
775,25,29,92.86641870171113,58,Sports,Premium,Bank Transfer,1,1,15,0
776,67,15,186.23820542225724,69,Sports,Standard,Bank Transfer,0,8,2,1
777,45,33,37.21476817088078,28,Movies,Standard,Bank Transfer,0,9,24,0
778,45,7,81.0251088236011,62,Movies,Premium,PayPal,0,7,14,0
779,54,12,147.3227602254533,41,Documentaries,Premium,Bank Transfer,1,7,16,0
780,58,30,177.0404184384953,69,Movies,Standard,PayPal,1,8,7,0
781,53,21,135.83388592478903,82,Documentaries,Standard,Bank Transfer,0,6,4,0
782,44,31,55.34378456727799,90,Documentaries,Premium,Bank Transfer,0,8,18,0
783,34,24,136.54853131866216,84,TV Shows,Premium,Credit Card,0,9,24,0
784,26,20,62.86189001529755,41,Sports,Standard,Credit Card,1,1,27,1
785,50,4,145.09369981465338,49,Movies,Standard,Credit Card,1,5,5,0
786,37,28,191.0364598790829,91,TV Shows,Standard,PayPal,0,2,6,0
787,30,20,145.67172296572622,49,Movies,Basic,PayPal,0,5,27,0
788,45,24,173.2616980679204,76,Documentaries,Standard,Bank Transfer,0,2,7,0
789,65,32,5.410249419297266,71,Movies,Basic,PayPal,0,7,15,1
790,46,34,144.9265643226609,3,Sports,Premium,Bank Transfer,0,3,26,0
791,30,2,166.7695735887238,10,Documentaries,Premium,PayPal,0,9,1,0
792,63,15,12.908953821212878,98,Documentaries,Standard,PayPal,0,5,24,0
793,52,34,174.96155682120497,89,TV Shows,Premium,PayPal,0,8,4,1
794,23,6,55.05537452045894,35,Sports,Premium,Credit Card,1,1,29,0
795,35,12,134.73195988572076,80,Documentaries,Premium,PayPal,0,1,25,0
796,68,3,161.0692014095643,2,Sports,Premium,Credit Card,0,6,1,0
797,22,18,134.21958004657432,24,Movies,Basic,Credit Card,0,1,11,0
798,64,21,22.99553445428516,74,Sports,Basic,PayPal,1,1,18,0
799,42,15,121.28269617777183,38,Documentaries,Standard,Bank Transfer,0,3,14,0
800,19,33,112.168813060818,22,TV Shows,Standard,Bank Transfer,0,8,22,1
801,27,35,180.56264727448294,26,Documentaries,Standard,Bank Transfer,0,7,11,0
802,47,26,83.8267472806208,43,Sports,Premium,PayPal,0,1,10,0
803,67,8,67.61081393197477,55,Sports,Premium,Bank Transfer,0,7,27,1
804,62,30,151.22089906511093,39,Documentaries,Basic,Credit Card,0,3,17,0
805,22,23,85.47168858626235,91,Sports,Basic,Bank Transfer,1,1,4,1
806,50,14,130.98875412598727,29,Movies,Standard,PayPal,0,9,24,0
807,18,14,131.05776757429834,20,Documentaries,Basic,Bank Transfer,0,6,15,0
808,35,2,178.16761755022299,91,TV Shows,Basic,Credit Card,0,5,26,0
809,49,5,121.74501845222399,41,Documentaries,Basic,PayPal,0,9,16,0
810,64,14,102.91995394258744,54,Movies,Basic,Bank Transfer,0,4,21,0
811,66,25,32.07990864732082,20,Movies,Basic,PayPal,0,0,13,1
812,28,20,27.568833302347546,19,Movies,Standard,PayPal,0,1,9,1
813,38,2,35.09270523020048,84,Movies,Standard,PayPal,0,7,11,0
814,43,6,38.51045385878343,99,Movies,Basic,Bank Transfer,0,0,11,0
815,42,17,129.3860330694086,66,TV Shows,Standard,PayPal,0,2,6,0
816,39,25,149.4913438035428,30,Sports,Premium,Bank Transfer,0,1,1,1
817,44,28,108.34834697065165,53,Movies,Basic,Credit Card,1,4,22,0
818,66,2,166.65845784637077,34,Movies,Premium,Bank Transfer,0,3,6,0
819,30,35,198.29632921305847,22,Documentaries,Standard,Credit Card,0,6,13,0
820,50,5,164.90246267827442,67,TV Shows,Standard,Bank Transfer,0,4,22,0
821,51,1,140.50206286681203,6,TV Shows,Premium,PayPal,0,7,24,1
822,58,12,108.83607639024359,79,Sports,Standard,Bank Transfer,0,3,22,0
823,52,23,92.5263489765681,27,TV Shows,Basic,PayPal,1,5,5,0
824,18,31,21.45651420618576,10,Documentaries,Premium,Credit Card,0,3,15,0
825,38,11,82.87690593696473,73,Documentaries,Basic,Bank Transfer,0,1,27,0
826,65,10,182.47625417251618,97,Sports,Premium,PayPal,0,0,18,0
827,23,3,162.56441283177782,96,Documentaries,Standard,Credit Card,0,0,20,0
828,45,14,47.130016177279,48,Movies,Premium,Credit Card,0,7,14,0
829,34,16,95.9885180159571,70,Movies,Premium,Bank Transfer,0,3,15,0
830,22,10,164.26102449891619,59,Documentaries,Basic,Credit Card,0,4,26,0
831,48,29,18.13998818317689,59,Sports,Standard,PayPal,1,7,5,0
832,22,10,80.54155420538856,2,TV Shows,Basic,Credit Card,0,6,26,1
833,55,12,171.1090411904198,29,Sports,Standard,Credit Card,0,7,4,0
834,20,30,83.76008351317412,68,TV Shows,Basic,PayPal,0,7,2,0
835,40,1,20.134855722630967,65,Documentaries,Premium,Credit Card,0,5,7,0
836,54,5,110.79420186378903,83,Documentaries,Basic,Credit Card,0,9,10,0
837,54,20,173.0397865090676,26,Movies,Standard,Credit Card,0,1,16,0
838,27,8,120.10568087586614,89,TV Shows,Standard,Credit Card,1,5,10,1
839,27,12,49.1244261017752,10,Sports,Premium,PayPal,1,0,18,0
840,36,1,79.92672592678936,53,Documentaries,Standard,Credit Card,1,0,17,0
841,34,20,92.77405543047678,79,Sports,Basic,PayPal,0,2,21,1
842,38,28,117.95693899500273,59,Movies,Premium,Credit Card,0,2,28,0
843,31,12,153.07345002175956,22,TV Shows,Standard,Credit Card,0,4,13,1
844,26,28,24.280355439923902,51,TV Shows,Standard,Credit Card,0,0,1,0
845,63,15,178.48214643842545,48,Documentaries,Basic,Credit Card,0,9,1,1
846,18,6,7.4003920881347405,21,TV Shows,Basic,PayPal,0,5,15,1
847,68,20,77.16020526147977,22,Documentaries,Premium,PayPal,0,6,1,1
848,62,14,10.346960444668241,98,Movies,Standard,PayPal,0,9,6,1
849,30,2,81.62997394233179,30,TV Shows,Basic,Bank Transfer,0,2,25,1
850,21,9,107.53345678029814,25,Documentaries,Premium,Credit Card,0,3,26,0
851,18,20,104.77787038339478,28,Sports,Standard,Credit Card,0,9,13,0
852,66,26,37.29752767051174,65,Documentaries,Standard,PayPal,0,9,27,0
853,57,29,130.9193994686444,45,TV Shows,Premium,Bank Transfer,0,9,28,0
854,49,1,13.731797848410302,68,Movies,Premium,Credit Card,0,9,1,1
855,51,35,153.571829925821,7,TV Shows,Basic,PayPal,0,9,5,0
856,45,6,189.59566462874153,49,TV Shows,Standard,Credit Card,0,2,9,1
857,48,5,71.25492129446799,9,Documentaries,Standard,Credit Card,0,0,25,1
858,25,33,105.86167943429473,36,Sports,Standard,PayPal,0,7,17,0
859,56,14,78.8875042214688,83,TV Shows,Premium,PayPal,0,9,16,0
860,43,12,6.308526109291691,1,Sports,Basic,Credit Card,0,9,8,0
861,51,20,80.24552806454761,10,Documentaries,Standard,Credit Card,0,1,17,0
862,20,24,159.38545055596256,36,Sports,Premium,PayPal,0,0,15,0
863,67,34,121.21782422577895,73,Documentaries,Standard,Credit Card,1,7,24,1
864,29,25,24.745683349955993,46,Movies,Basic,Credit Card,0,6,1,1
865,18,29,170.1922004902881,32,Sports,Standard,PayPal,0,6,12,0
866,61,31,108.56164225262235,32,Sports,Basic,Credit Card,0,3,5,0
867,22,23,169.13605554021183,6,Movies,Basic,Credit Card,0,8,24,0
868,47,20,118.14319616308073,48,Sports,Standard,Bank Transfer,0,5,6,0
869,47,23,114.13924674339827,38,Movies,Standard,PayPal,0,1,25,0
870,34,16,25.525541113417415,17,TV Shows,Basic,Bank Transfer,1,0,1,0
871,65,8,37.63514796203245,74,Documentaries,Premium,Bank Transfer,0,0,25,0
872,64,21,194.54492501683526,27,Movies,Basic,Bank Transfer,0,8,1,0
873,40,1,49.5549156171803,54,Sports,Standard,Credit Card,0,3,10,1
874,32,8,195.60316300812175,50,Movies,Standard,Credit Card,1,4,10,0
875,54,29,108.72297777223136,35,Sports,Premium,Bank Transfer,0,2,3,0
876,38,32,31.47886417746774,85,TV Shows,Basic,Bank Transfer,0,3,17,0
877,31,5,24.363929536970126,25,Movies,Basic,Bank Transfer,0,7,19,0
878,19,22,45.72849378761929,28,TV Shows,Basic,Credit Card,0,3,28,0
879,28,34,185.49927935494048,15,Documentaries,Standard,Bank Transfer,0,8,11,0
880,68,1,85.75929374400422,4,Sports,Basic,Bank Transfer,0,8,29,0
881,56,26,82.1096822586183,93,Sports,Premium,PayPal,0,5,18,0
882,55,10,66.07522090868393,73,TV Shows,Standard,PayPal,0,1,2,0
883,51,30,33.67706086048473,27,Documentaries,Standard,Credit Card,1,9,9,0
884,55,18,100.13098345251926,26,Movies,Basic,PayPal,0,6,24,0
885,67,17,30.359317589672045,19,Movies,Premium,PayPal,1,8,17,0
886,51,26,167.91864609455388,92,Sports,Standard,PayPal,0,5,28,1
887,35,8,77.22741232368476,17,TV Shows,Standard,Credit Card,0,2,14,1
888,47,12,78.08669571745028,43,TV Shows,Basic,PayPal,0,6,4,0
889,32,27,97.4312535542154,41,Movies,Basic,Credit Card,0,4,29,0
890,44,8,91.60490406732157,42,Documentaries,Premium,Bank Transfer,0,0,17,0
891,68,25,198.9973047465677,50,Documentaries,Basic,PayPal,0,2,17,1
892,51,4,111.34931863756898,84,Movies,Premium,Credit Card,0,4,12,0
893,69,33,22.199332239024784,40,Movies,Standard,PayPal,0,6,28,0
894,55,1,123.34108160750134,39,TV Shows,Premium,Bank Transfer,0,2,20,0
895,50,19,34.55893710962659,23,Documentaries,Premium,Credit Card,0,5,18,0
896,41,31,11.032840722611684,96,Movies,Premium,Credit Card,0,4,3,0
897,32,16,194.2947199670634,52,Movies,Standard,Credit Card,0,0,11,0
898,47,14,155.84008384923996,47,Sports,Basic,Bank Transfer,1,9,25,0
899,59,5,196.12125352068455,63,Movies,Standard,Bank Transfer,0,5,18,1
900,68,26,98.18629736433728,97,Movies,Basic,Bank Transfer,0,7,4,0
901,34,28,108.79021857405034,69,Documentaries,Premium,Credit Card,0,0,17,0
902,22,2,37.825706404230395,43,TV Shows,Premium,Bank Transfer,0,1,18,0
903,46,6,53.14694820017919,48,Documentaries,Premium,PayPal,1,3,5,0
904,21,9,168.5170969060515,34,TV Shows,Premium,Bank Transfer,0,1,14,0
905,27,33,74.45620118793086,40,Sports,Premium,Credit Card,0,8,10,1
906,34,25,166.2289198903017,75,Movies,Basic,PayPal,0,9,15,0
907,27,13,143.2576762359712,61,Sports,Basic,Bank Transfer,0,7,1,1
908,34,9,39.54833042801378,50,TV Shows,Premium,PayPal,1,7,16,0
909,37,13,103.95204139334972,67,Documentaries,Standard,PayPal,0,3,11,0
910,41,31,137.0905276961498,62,Documentaries,Standard,Credit Card,0,4,23,1
911,22,11,50.832256886745895,58,Sports,Premium,PayPal,0,3,20,0
912,51,4,166.984259551415,33,TV Shows,Basic,PayPal,0,8,6,0
913,23,34,111.24139322131143,75,Sports,Standard,Credit Card,0,1,24,0
914,19,4,37.222199836307624,16,Sports,Standard,Credit Card,0,7,29,0
915,30,19,118.68196310209747,82,Movies,Standard,Credit Card,0,1,22,0
916,60,6,199.94419181040323,94,Sports,Premium,PayPal,1,0,16,0
917,60,34,34.351690874365644,48,Movies,Standard,PayPal,0,9,2,0
918,65,18,164.26760137330797,10,Movies,Standard,PayPal,0,2,1,0
919,28,13,45.425255621573804,82,Documentaries,Standard,Credit Card,0,8,24,0
920,68,23,157.56572424471702,38,Movies,Standard,Bank Transfer,1,2,24,1
921,64,19,148.24269500867558,19,Movies,Basic,PayPal,0,8,9,1
922,40,11,63.595430192084315,36,Documentaries,Premium,Bank Transfer,0,6,22,0
923,33,1,68.53550792506772,59,Sports,Premium,Credit Card,0,9,12,1
924,48,24,159.54167143276925,63,TV Shows,Basic,PayPal,0,0,17,0
925,28,7,94.98187481802597,77,TV Shows,Basic,Bank Transfer,0,9,25,1
926,33,25,147.50951559880272,46,TV Shows,Premium,PayPal,0,4,28,0
927,25,21,33.85690873633778,3,Sports,Standard,PayPal,0,8,29,0
928,21,15,171.24876747080293,74,Movies,Standard,PayPal,0,2,15,1
929,57,1,143.62251975305222,65,TV Shows,Premium,Bank Transfer,0,8,19,0
930,21,12,181.8538477227926,91,Sports,Standard,Credit Card,1,4,27,0
931,42,7,30.81261391181963,8,Movies,Basic,PayPal,1,8,22,1
932,20,15,120.63782757031655,51,Documentaries,Standard,Credit Card,0,9,10,1
933,49,21,121.8285140828634,81,TV Shows,Standard,Credit Card,0,5,29,1
934,20,19,73.92484440662258,73,Movies,Standard,Bank Transfer,0,8,26,0
935,44,29,94.40095279100527,6,TV Shows,Premium,Bank Transfer,0,6,27,0
936,46,25,12.406404841521427,89,TV Shows,Basic,Credit Card,0,6,12,0
937,49,33,150.44270753226735,39,TV Shows,Standard,PayPal,0,7,14,0
938,67,32,112.11788348361894,60,Movies,Premium,Bank Transfer,0,6,9,0
939,68,35,16.25950511448889,28,Sports,Standard,PayPal,0,8,27,0
940,36,26,137.74739912729467,97,Movies,Basic,PayPal,0,8,13,0
941,38,11,96.02250506008164,54,TV Shows,Standard,PayPal,0,5,3,0
942,22,35,11.719945587875,37,Movies,Basic,Credit Card,0,6,21,1
943,35,8,194.0735067353786,9,Documentaries,Standard,PayPal,0,1,29,1
944,45,14,190.07686790244088,82,Sports,Basic,Credit Card,0,8,14,1
945,59,10,105.01597114870353,56,Movies,Standard,Credit Card,0,0,21,1
946,39,2,23.26612203765249,59,Documentaries,Basic,PayPal,0,0,10,0
947,38,9,152.1511382117254,85,Sports,Standard,PayPal,0,2,16,1
948,23,3,100.92656452061716,2,Documentaries,Standard,PayPal,1,5,7,0
949,18,21,63.97725826642908,61,Sports,Premium,PayPal,0,4,4,1
950,22,26,100.82654461806857,58,Movies,Premium,Credit Card,0,1,27,1
951,58,8,106.87660835406557,60,Documentaries,Basic,PayPal,0,8,20,1
952,29,2,114.72878130935614,40,TV Shows,Standard,PayPal,1,9,23,0
953,43,6,91.03862416278868,36,Documentaries,Basic,Credit Card,1,3,25,0
954,63,28,123.12228411211605,37,Sports,Premium,Bank Transfer,0,3,11,0
955,51,29,184.1532685682436,79,Movies,Basic,Bank Transfer,1,4,16,0
956,66,26,75.64227698422528,92,Sports,Basic,Credit Card,0,7,20,0
957,31,25,146.51471032789007,18,Documentaries,Premium,Bank Transfer,0,9,4,0
958,43,12,179.41824858072528,98,Documentaries,Standard,Credit Card,0,3,22,0
959,62,5,93.9159587731877,63,TV Shows,Basic,PayPal,0,4,22,0
960,44,34,91.4738880944713,22,Movies,Premium,PayPal,1,3,23,0
961,26,15,122.41281214418201,11,Movies,Standard,Bank Transfer,0,5,17,0
962,43,15,120.32431808738518,58,Documentaries,Premium,PayPal,1,2,13,0
963,64,23,162.28492175362402,57,Movies,Basic,Bank Transfer,0,7,11,0
964,39,6,97.91425983676707,77,TV Shows,Standard,Bank Transfer,0,5,3,0
965,64,21,199.24397517969103,4,Sports,Standard,PayPal,0,9,9,1
966,47,23,16.59695592911975,86,Movies,Premium,PayPal,0,4,6,0
967,60,16,5.617730473236839,7,Documentaries,Premium,Bank Transfer,0,1,22,0
968,65,15,129.83867075412664,61,Sports,Premium,PayPal,0,9,21,0
969,34,25,63.194807910565956,54,Sports,Standard,Credit Card,1,9,11,0
970,43,11,51.874565796399345,88,TV Shows,Standard,PayPal,0,6,16,0
971,53,15,65.82032060083469,68,Documentaries,Basic,PayPal,0,1,19,0
972,18,4,54.92927519546609,92,Movies,Standard,Credit Card,0,0,27,0
973,25,21,11.00405968378733,79,Documentaries,Basic,PayPal,0,6,5,0
974,66,13,194.4489432661648,1,Sports,Premium,PayPal,1,4,14,0
975,52,22,48.04537024829244,55,Documentaries,Premium,Bank Transfer,0,0,17,0
976,69,19,148.13580370491474,3,Movies,Standard,PayPal,0,3,3,0
977,32,34,153.70629696536417,78,Movies,Premium,PayPal,0,3,4,0
978,64,14,186.2051926114097,38,TV Shows,Premium,Credit Card,0,9,16,0
979,39,4,10.957144133209095,1,Movies,Standard,Bank Transfer,0,6,16,0
980,31,27,175.0494259971665,38,Movies,Basic,Bank Transfer,0,8,21,0
981,43,29,107.80910526376104,85,Documentaries,Standard,Bank Transfer,0,1,26,1
982,45,28,128.34610144333644,29,Documentaries,Basic,PayPal,0,0,25,0
983,40,35,130.67170403860155,5,Sports,Standard,Bank Transfer,0,1,4,0
984,31,8,164.86057197202186,74,TV Shows,Standard,Credit Card,0,6,19,1
985,41,16,70.01442782102654,92,Documentaries,Premium,Bank Transfer,0,9,26,0
986,19,30,147.94498202269872,21,Movies,Standard,Credit Card,0,5,17,0
987,62,18,108.07273139582844,71,Sports,Standard,Bank Transfer,0,3,13,1
988,43,2,159.7118327895428,67,Documentaries,Basic,Bank Transfer,0,0,26,1
989,31,13,198.156476390176,47,TV Shows,Premium,Credit Card,1,0,22,0
990,68,4,44.12694839373344,84,TV Shows,Basic,Bank Transfer,0,4,23,1
991,24,26,198.9564851041996,83,Sports,Basic,Bank Transfer,0,0,26,1
992,20,25,22.51337008514093,35,Sports,Premium,Bank Transfer,1,6,24,0
993,64,30,5.451921841438704,68,Sports,Premium,PayPal,0,0,28,1
994,40,11,13.611577554677096,69,Sports,Premium,Credit Card,0,0,1,0
995,63,7,71.64756892366853,1,Sports,Standard,Bank Transfer,0,1,12,0
996,60,31,128.41673448229466,68,Movies,Premium,Credit Card,0,9,4,1
997,64,10,18.460760473130676,12,Movies,Premium,Credit Card,0,2,11,1
998,62,13,6.104833833265618,60,Documentaries,Premium,Credit Card,0,0,5,0
999,35,31,187.73275054946498,27,TV Shows,Basic,Bank Transfer,1,8,2,0
1000,55,7,165.27569400828628,56,Movies,Basic,Bank Transfer,0,9,17,0
